model,mode,embed_model,gpt_model,sections,embeds,accuracy,precision,recall,f1,roc_auc,hold_accuracy,hold_precision,hold_recall,hold_f1,hold_roc_auc,file
rf,rag,ember-v1,gpt35,WP,support,0.8119817578772802,0.8212410171365395,0.7660513643659711,0.7489967897271268,0.8979400749063671,0.4331466747734673,0.3515446940261231,0.27239872565732176,0.3346209692332456,0.5695400173922072,rag_ember-v1_gpt35_WP_embeddings.csv
rf,rag,ember-v1,gpt35,WP,refute,0.472705914870094,0.4438225538971807,0.46522204387372934,0.4744515783841627,0.404828785446763,0.08627835365917187,0.07986903107709607,0.08708344122645187,0.0889466226322567,0.07843800590124778,rag_ember-v1_gpt35_WP_embeddings.csv
knn,rag,ember-v1,gpt35,WP,all_embeds,0.5588723051409619,0.7549060254284136,0.7404360620652756,0.7405029427501337,0.8173488496522205,0.12734881774429796,0.22739269249201816,0.269113331002663,0.31331437235911314,0.36869972005088436,rag_ember-v1_gpt35_WP_embeddings.csv
knn,rag,ember-v1,gpt35,WP,support,0.640547263681592,0.7420536207849642,0.7441144997324773,0.7338148742643125,0.877207062600321,0.19145173176123803,0.2186604994027554,0.2809597104088629,0.3915156239325467,0.5221182853555736,rag_ember-v1_gpt35_WP_embeddings.csv
knn,rag,ember-v1,gpt35,WP,refute,0.535171365395246,0.6431039248203426,0.6039994649545212,0.597980203317282,0.6411182450508294,0.13412847876124712,0.19639575741270657,0.16573568331550204,0.15003989654413386,0.29030866583921705,rag_ember-v1_gpt35_WP_embeddings.csv
logistic,rag,ember-v1,gpt4,WP,all_embeds,0.8820224719101124,0.8675762439807384,0.8364098448368111,0.776083467094703,0.8906921903176584,0.4495501880576713,0.39738548962332326,0.3501015333293533,0.33770578791069356,0.6219825572509692,rag_ember-v1_gpt4_WP_embeddings.csv
logistic,rag,ember-v1,gpt4,WP,support,0.8812199036918138,0.8321294810058855,0.8365436062065276,0.7438469769930444,0.9133028159245389,0.4714887377725734,0.34367111581520315,0.32825152382680534,0.34774173468839054,0.606477177553227,rag_ember-v1_gpt4_WP_embeddings.csv
logistic,rag,ember-v1,gpt4,WP,refute,0.8059122525414659,0.7593632958801497,0.7203049759229535,0.7457196361690744,0.7409488139825218,0.24053013508621485,0.27073916913485785,0.27665937788390876,0.25337768726869864,0.30439395678777176,rag_ember-v1_gpt4_WP_embeddings.csv
rf,rag,ember-v1,gpt4,WP,all_embeds,0.858681112894596,0.8449705724986625,0.8611556982343499,0.7350187265917604,0.9278679428492161,0.5230563825286515,0.3932477337297069,0.40943083008054704,0.3934569386995742,0.6659120756396193,rag_ember-v1_gpt4_WP_embeddings.csv
rf,rag,ember-v1,gpt4,WP,support,0.8527956126270734,0.8587479935794543,0.8166131621187801,0.7544141252006421,0.9012345679012345,0.5372804977985132,0.36785062945362457,0.354503342536296,0.36721347547314964,0.6548763500330936,rag_ember-v1_gpt4_WP_embeddings.csv
rf,rag,ember-v1,gpt4,WP,refute,0.8404226859283038,0.7109416800428037,0.7790930979133226,0.6494783306581059,0.8455402968511582,0.2608531755765724,0.16578646389712734,0.2164427255137229,0.20221449404195585,0.2773535050631561,rag_ember-v1_gpt4_WP_embeddings.csv
knn,rag,ember-v1,gpt4,WP,all_embeds,0.6432584269662921,0.718900481540931,0.7431112894596041,0.7559523809523809,0.8494243306977389,0.2251210653753027,0.25260302835336357,0.40900836591211587,0.40188701899025475,0.5865967157190265,rag_ember-v1_gpt4_WP_embeddings.csv
knn,rag,ember-v1,gpt4,WP,support,0.6664660246120919,0.7951444622792937,0.7576912787586946,0.7744114499732477,0.8675267027326954,0.22072235673930587,0.2975021023236013,0.29844255824885363,0.46900741695146747,0.7164445391958618,rag_ember-v1_gpt4_WP_embeddings.csv
knn,rag,ember-v1,gpt4,WP,refute,0.6110888175494917,0.7001738897806313,0.778959336543606,0.6787720706260032,0.7971979470106811,0.22594834543987088,0.21068401937046005,0.33109690813061166,0.3279702464790059,0.5320210449483301,rag_ember-v1_gpt4_WP_embeddings.csv
logistic,inprompt,ember-v1,gpt35,all,all_embeds,0.8260927505330491,0.7359038142620231,0.6904761904761905,0.7161583734617442,0.8788121990369181,0.3974909335773454,0.20815988653480805,0.21405451666317038,0.283330488461446,0.48367979587468324,inprompt_ember-v1_gpt35_embeddings.csv
logistic,inprompt,ember-v1,gpt35,all,support,0.7961087420042644,0.7838584853510226,0.7002407704654896,0.7152220438737292,0.8374799357945425,0.43877979360949665,0.2675545307697188,0.22155942866499487,0.34019264501734414,0.43029888435395,inprompt_ember-v1_gpt35_embeddings.csv
logistic,inprompt,ember-v1,gpt35,all,refute,0.6878997867803838,0.59742951907131,0.5531701444622794,0.63884430176565,0.8200240770465489,0.15085997756529665,0.1479048327135272,0.12861648286600763,0.24466341319283325,0.4074226890173515,inprompt_ember-v1_gpt35_embeddings.csv
rf,inprompt,ember-v1,gpt35,all,all_embeds,0.8550772921108742,0.7934632393587617,0.6828517924023542,0.7282637774210808,0.8595505617977528,0.5050132244760444,0.37940809707288004,0.22325999926168663,0.38062687159721936,0.4797373257116189,inprompt_ember-v1_gpt35_embeddings.csv
rf,inprompt,ember-v1,gpt35,all,support,0.8352878464818763,0.8248341625207297,0.7802969502407704,0.7849117174959872,0.8836944890315677,0.5042961514235917,0.35167381329562203,0.36887724483416534,0.3340374764321389,0.5409732698040381,inprompt_ember-v1_gpt35_embeddings.csv
rf,inprompt,ember-v1,gpt35,all,refute,0.6934968017057569,0.6630044223327803,0.5565810593900481,0.6516185125735687,0.7746789727126806,0.1493499953352897,0.13984042544692832,0.10178806202191087,0.13426364033238686,0.174263318938666,inprompt_ember-v1_gpt35_embeddings.csv
knn,inprompt,ember-v1,gpt35,all,all_embeds,0.7657249466950958,0.7203565505804312,0.6689406099518459,0.7230470840021401,0.8523274478330658,0.4129895201323773,0.20996934688678173,0.23342811700951566,0.2680252892117299,0.5672478815364113,inprompt_ember-v1_gpt35_embeddings.csv
knn,inprompt,ember-v1,gpt35,all,support,0.7825826226012794,0.8229684908789386,0.7507356875334403,0.7140850722311396,0.8736623863028359,0.4347812097812097,0.3152855376742157,0.2882456030761115,0.3399172269319891,0.5641310761592773,inprompt_ember-v1_gpt35_embeddings.csv
knn,inprompt,ember-v1,gpt35,all,refute,0.6245335820895522,0.6183665008291874,0.5987827715355805,0.6471375066880685,0.7520733012306047,0.24989839463523672,0.16268496099004573,0.1643237983431688,0.2557597769462176,0.37688832051725507,inprompt_ember-v1_gpt35_embeddings.csv
logistic,basic,ember-v1,gpt4,all,all_embeds,0.914045842217484,0.7791597567716971,0.7945425361155698,0.7645799892990903,0.8955323702514715,0.5953688050696375,0.22102871491417012,0.35563037537312836,0.3497585979789833,0.5702933605432958,basic_ember-v1_gpt4_embeddings.csv
logistic,basic,ember-v1,gpt4,all,support,0.8948560767590619,0.8026533996683249,0.8020331728196897,0.8144729802033174,0.9248261102193687,0.5135131836060813,0.22456048083971053,0.32348851747964025,0.41152343036823724,0.6783485437853022,basic_ember-v1_gpt4_embeddings.csv
logistic,basic,ember-v1,gpt4,all,refute,0.8963219616204692,0.7048092868988391,0.7081326912787588,0.6678705189941145,0.8468432316746923,0.49934275272760154,0.18645914716476247,0.25625568400775117,0.2858313449102081,0.41823220217004947,basic_ember-v1_gpt4_embeddings.csv
rf,basic,ember-v1,gpt4,all,all_embeds,0.8282249466950959,0.7685876174682145,0.7543472445157839,0.6522204387372926,0.919275013376137,0.5211012527960162,0.2755971491415079,0.34043976544109644,0.2646209109711964,0.5602331851544036,basic_ember-v1_gpt4_embeddings.csv
rf,basic,ember-v1,gpt4,all,support,0.8519456289978677,0.7960199004975125,0.7215088282504013,0.7491305510968432,0.9111824505082932,0.48556892182693434,0.24489665796224364,0.2562501553371865,0.33978810303046536,0.5804549723285002,basic_ember-v1_gpt4_embeddings.csv
rf,basic,ember-v1,gpt4,all,refute,0.8072361407249466,0.7459231619679381,0.8158105939004815,0.7127474585339754,0.8850989834135901,0.44967372346057305,0.24961849269678243,0.34792545210123127,0.2610273807226134,0.5652627241347201,basic_ember-v1_gpt4_embeddings.csv
knn,basic,ember-v1,gpt4,all,all_embeds,0.6865671641791046,0.7373548922056384,0.7332798287854467,0.6869315141787051,0.870585874799358,0.2785438499724214,0.23713733236791967,0.24316385833856557,0.33201125473629767,0.6104015334947539,basic_ember-v1_gpt4_embeddings.csv
knn,basic,ember-v1,gpt4,all,support,0.6188699360341151,0.7367330016583747,0.7434456928838951,0.7304039593365437,0.8965355805243446,0.26011415141849925,0.19054456999372252,0.30751629712172357,0.36131441397330666,0.6928057664332842,basic_ember-v1_gpt4_embeddings.csv
knn,basic,ember-v1,gpt4,all,refute,0.7065565031982943,0.691542288557214,0.6843900481540931,0.7032504012841092,0.8333333333333334,0.33762148848355744,0.1876020087884495,0.21625808187317208,0.33706083574186035,0.5869156267461352,basic_ember-v1_gpt4_embeddings.csv
logistic,rag,SFR-Embedding-Mistral,gpt4,WP,all_embeds,0.8833600856072766,0.8160781166399144,0.8341359015516319,0.8318619582664526,0.9463171036204744,0.5886718964141403,0.29422385983577143,0.3956312734194637,0.39113774372610505,0.7591561796186369,rag_SFR-Embedding-Mistral_gpt4_WP_embeddings.csv
logistic,rag,SFR-Embedding-Mistral,gpt4,WP,support,0.9264312466559658,0.8055109684323168,0.8362760834670947,0.8342696629213484,0.9356360105423775,0.6327922553294396,0.2552820142622935,0.4610817655810253,0.4305493113834943,0.7011281878881179,rag_SFR-Embedding-Mistral_gpt4_WP_embeddings.csv
logistic,rag,SFR-Embedding-Mistral,gpt4,WP,refute,0.7921348314606741,0.7387640449438202,0.7794275013376137,0.8154093097913322,0.891177694548481,0.26405312907113454,0.23408492472517659,0.28700937398946547,0.36862423695093255,0.5501999642132117,rag_SFR-Embedding-Mistral_gpt4_WP_embeddings.csv
rf,rag,SFR-Embedding-Mistral,gpt4,WP,all_embeds,0.8549357945425361,0.8229668271803103,0.8470438737292669,0.7859818084537186,0.9261339991677071,0.5522783834099506,0.2881041711692133,0.4011674344029045,0.3503260907484741,0.7330077895617833,rag_SFR-Embedding-Mistral_gpt4_WP_embeddings.csv
rf,rag,SFR-Embedding-Mistral,gpt4,WP,support,0.8619582664526485,0.821896736222579,0.8310593900481541,0.8004280363830925,0.9458315993896519,0.49603874281973376,0.305760769591923,0.38316547766763703,0.46888455788773964,0.7596480242325927,rag_SFR-Embedding-Mistral_gpt4_WP_embeddings.csv
rf,rag,SFR-Embedding-Mistral,gpt4,WP,refute,0.8190877474585339,0.7081995719636168,0.8262439807383628,0.7108747993579454,0.8791094465251769,0.2495376172782913,0.16104443839394217,0.32381411521477804,0.29249962647821337,0.2988479956198773,rag_SFR-Embedding-Mistral_gpt4_WP_embeddings.csv
knn,rag,SFR-Embedding-Mistral,gpt4,WP,all_embeds,0.6502808988764045,0.7053237025147138,0.8419609416800428,0.7209069020866774,0.9266888611457899,0.28583535108958835,0.19236555353649634,0.3370721253057764,0.30395357937730816,0.5835828046145507,rag_SFR-Embedding-Mistral_gpt4_WP_embeddings.csv
knn,rag,SFR-Embedding-Mistral,gpt4,WP,support,0.6480738362760834,0.7055243445692884,0.852728731942215,0.7388309256286786,0.9470800388403384,0.2608353510895884,0.18245156673675467,0.3657637458556639,0.29297183723258174,0.7071297498651048,rag_SFR-Embedding-Mistral_gpt4_WP_embeddings.csv
knn,rag,SFR-Embedding-Mistral,gpt4,WP,refute,0.6474719101123595,0.7116104868913857,0.7267924023542001,0.6806447298020332,0.8024691358024691,0.24297820823244554,0.172275570474723,0.22652193981031504,0.30409824718940054,0.5430441358191769,rag_SFR-Embedding-Mistral_gpt4_WP_embeddings.csv
